BldgType,CentralAir,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,BsmtUnfSF,EnclosedPorch,Fireplaces,FullBath,GarageArea,GarageCars,GarageYrBlt,GrLivArea,HalfBath,KitchenAbvGr,LotArea,LotFrontage,LowQualFinSF,MSSubClass,MasVnrArea,MiscVal,MoSold,OpenPorchSF,OverallCond,OverallQual,PoolArea,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,SalePrice
1Fam,Y,1127,886,0,3,862,0,1,0,255,0,1,2,455,2,1997,2013,1,1,9920,92,0,60,0,0,6,130,5,7,0,0,8,1117,180,1996,1997,2007,269790
1Fam,Y,1496,0,0,3,0,0,0,0,1496,0,0,2,474,2,2007,1496,0,1,9158,76,0,20,140,0,6,130,5,8,0,0,7,1496,168,2007,2007,2007,225000
1Fam,Y,1086,809,0,3,0,0,0,0,712,0,1,2,409,2,1994,1895,1,1,10832,104.0768947,0,60,0,500,10,46,5,7,0,0,7,712,143,1994,1996,2008,194500
1Fam,Y,888,676,0,3,0,0,0,0,650,0,1,2,476,2,1980,1564,1,1,8400,70,0,60,130,0,4,50,6,6,0,204,7,650,0,1980,1981,2010,171000
1Fam,Y,1285,0,0,3,0,0,0,0,660,0,1,1,528,2,1977,1285,1,1,8197,71,0,20,148,0,4,0,5,6,0,0,7,660,138,1977,1977,2007,143500
1Fam,Y,773,0,0,2,570,0,0,0,203,0,0,1,240,1,1953,773,0,1,7677,57,0,20,0,0,4,0,5,5,0,0,4,773,0,1953,1953,2008,110000
1Fam,Y,1966,1174,0,4,0,0,0,0,1926,0,2,3,820,3,2009,3140,1,1,13518,104,0,60,860,0,7,78,5,9,0,0,11,1926,144,2008,2009,2009,485000
1Fam,Y,981,787,0,3,569,0,1,0,162,264,2,1,240,1,1939,1768,1,1,7200,60,0,50,252,0,6,0,7,5,0,0,7,731,0,1937,1950,2007,175000
1Fam,Y,616,1072,0,4,462,0,1,0,154,185,0,2,603,2,1997,1688,1,1,12798,79,0,60,0,400,5,114,5,6,0,0,8,616,403,1997,1997,2008,200000
1Fam,Y,1196,0,0,2,197,0,1,0,999,0,0,1,440,2,1957,1196,0,1,4800,40,0,30,0,0,7,0,7,4,0,0,5,1196,0,1916,1990,2007,109900
1Fam,Y,728,728,0,3,648,0,1,0,80,0,1,2,410,2,2005,1456,1,1,8199,63,0,60,0,0,10,18,5,7,0,0,7,728,36,2005,2005,2008,189000
1Fam,Y,1734,1088,0,4,0,0,0,0,1734,0,1,3,1020,3,2009,2822,1,1,13891,107,0,60,424,0,1,170,5,9,0,192,12,1734,52,2008,2009,2009,582933
1Fam,Y,1128,0,0,2,812,0,0,0,124,0,0,1,286,1,1954,1128,0,1,9000,75,0,20,0,0,6,0,5,5,0,0,5,936,0,1954,1954,2006,118000
1Fam,Y,1428,0,0,3,0,0,0,0,1417,0,0,2,554,2,2008,1428,0,1,12274,91,0,20,256,0,7,60,5,7,0,0,6,1417,0,2008,2008,2008,227680
1Fam,Y,980,0,0,3,400,480,0,0,100,0,0,2,384,1,1967,980,0,1,9750,75,0,80,0,0,10,0,5,5,0,0,6,980,68,1967,1967,2006,135500
1Fam,Y,1072,504,0,3,1309,0,2,0,15,0,1,1,528,2,1923,1576,1,1,21384,144,0,70,0,0,5,312,6,5,0,0,6,1324,0,1923,2004,2009,223500
1Fam,Y,1086,0,0,3,516,128,1,0,380,0,1,1,484,2,1966,1086,0,1,13400,85,0,80,1047,0,6,0,5,5,0,0,6,1024,0,1966,1966,2006,159950
1Fam,N,1075,1063,0,2,0,0,0,0,849,0,0,2,360,2,1910,2138,0,3,8100,90,0,75,0,0,11,156,5,5,0,0,11,849,40,1898,1965,2009,106000
1Fam,Y,1309,0,0,3,663,377,1,0,0,0,1,1,484,2,1974,1309,1,1,10140,78,0,20,99,0,1,0,6,6,648,0,5,1040,265,1974,1999,2006,181000
TwnhsE,Y,848,0,0,1,662,0,1,0,186,0,1,1,420,2,2004,848,0,1,4438,66.6183158,0,120,169,0,6,0,5,6,0,0,4,848,140,2004,2004,2008,144500
1Fam,N,1044,0,0,2,0,0,0,0,540,0,0,1,504,2,1952,1044,0,1,8712,66,0,20,0,54,6,0,5,5,0,0,4,540,0,1952,1952,2010,55993
1Fam,Y,1442,0,0,4,608,0,0,0,834,275,0,1,301,1,1958,1442,1,1,9750,75,0,20,243,500,4,0,6,6,0,0,7,1442,0,1958,1958,2007,157900
1Fam,Y,686,564,0,3,0,0,0,1,686,96,0,1,280,1,1955,1250,1,1,8248,45,0,50,0,0,7,0,7,5,0,0,7,686,207,1918,1950,2006,116000
1Fam,Y,1661,0,0,3,0,0,0,0,1649,0,0,2,598,2,1998,1661,0,1,12137,48,0,20,442,0,5,34,5,7,0,0,6,1649,0,1998,1998,2010,224900
1Fam,Y,1008,0,0,2,486,0,0,0,522,120,1,1,275,1,1954,1008,0,1,11425,106.8877916,0,20,0,0,7,0,6,5,0,0,4,1008,0,1954,1954,2006,137000
1Fam,Y,1689,0,0,3,1218,0,1,0,350,0,2,2,857,3,2002,1689,0,1,13265,59.91111111,0,20,148,0,7,59,5,8,0,0,7,1568,150,2002,2002,2008,271000
1Fam,Y,1052,0,0,3,504,0,1,0,506,0,0,1,440,2,1971,1052,0,1,8816,80,0,80,80,0,6,0,7,6,0,0,6,1010,0,1971,1971,2010,155000
TwnhsE,Y,1358,0,0,2,733,0,1,0,625,0,1,2,484,2,2010,1358,0,1,6371,44,0,120,128,0,6,35,5,7,0,0,6,1358,192,2009,2010,2010,224000
1Fam,Y,798,842,0,3,0,0,0,0,798,0,0,2,595,2,2003,1640,1,1,7226,72,0,60,0,0,6,45,5,7,0,0,6,798,0,2003,2003,2008,183000
2fmCon,N,936,0,0,2,0,0,0,0,936,112,0,1,576,2,1974,936,0,1,6000,60,0,20,0,0,2,32,4,4,0,0,4,936,0,1953,1953,2009,93000
1Fam,Y,847,886,0,3,0,0,0,0,847,0,1,2,433,2,2003,1733,1,1,12394,111.3283432,0,60,0,0,10,48,5,7,0,0,7,847,100,2003,2003,2007,225000
1Fam,Y,944,545,0,3,0,0,0,0,778,0,1,2,240,1,1940,1489,0,1,9900,60,0,50,0,0,7,0,7,6,0,0,7,778,335,1940,1950,2009,139500
1Fam,Y,1489,0,0,3,0,0,0,0,1489,0,1,2,776,2,2006,1489,0,1,11216,81,0,20,0,0,6,140,5,8,0,0,7,1489,0,2006,2006,2006,232600
1Fam,Y,2084,0,0,2,1636,0,1,0,442,0,1,2,1220,3,2007,2084,0,1,14803,114,0,20,816,0,6,45,5,10,0,0,7,2078,188,2007,2008,2008,385000
1Fam,Y,1434,0,0,3,20,0,0,0,1434,0,1,2,527,2,2001,1434,0,1,8529,65,0,20,0,0,4,39,5,7,0,0,6,1454,290,2001,2001,2009,189000
1Fam,Y,1160,966,0,3,249,764,0,1,0,0,0,2,538,2,1967,2126,1,1,28698,59.91111111,0,60,0,0,6,0,5,5,0,225,7,1013,486,1967,1967,2009,185000
Twnhs,Y,520,623,0,2,0,0,0,0,600,0,0,2,480,2,2005,1223,1,1,2544,24,80,160,0,0,7,166,5,7,0,0,4,600,0,2005,2005,2006,147400
1Fam,Y,1392,0,0,3,1040,0,1,0,352,0,2,1,458,2,1957,1392,1,1,11900,80,0,20,387,0,6,0,5,6,0,192,6,1392,0,1957,1957,2008,166000
TwnhsE,Y,520,600,0,2,0,0,0,0,600,0,0,2,480,2,2005,1200,1,1,3180,30,80,160,0,0,6,166,5,7,0,0,4,600,0,2005,2005,2006,151000
1Fam,Y,941,888,0,3,483,0,1,0,458,0,1,2,613,2,2003,1829,1,1,9548,44,0,60,223,0,1,39,6,7,0,0,7,941,192,2003,2003,2010,237000
1Fam,Y,1516,0,0,3,196,345,0,0,975,0,0,1,472,2,1964,1516,1,1,10004,100,0,20,180,0,2,0,6,6,0,152,6,1516,0,1964,1964,2009,167000
1Fam,Y,1144,0,0,3,572,0,1,0,572,0,0,1,456,2,1961,1144,0,1,7875,75,0,20,136,0,9,0,6,5,0,0,6,1144,0,1961,1961,2008,139950
1Fam,Y,1067,0,0,2,442,0,0,0,625,0,0,2,436,2,1996,1067,0,1,9600,60,0,20,0,0,2,0,7,4,0,0,4,1067,290,1950,1995,2010,128000
1Fam,Y,1559,0,0,2,338,0,1,0,1221,230,0,1,812,2,1948,1559,0,1,8100,90,0,30,0,0,6,116,6,5,0,0,5,1559,0,1948,1973,2007,153500
Twnhs,Y,483,504,0,2,330,0,1,0,153,0,0,1,264,1,1973,987,1,1,1680,21,0,160,158,0,11,0,5,6,0,0,5,483,0,1973,1973,2008,100000
1Fam,Y,1099,0,0,3,0,0,0,0,1099,0,0,1,352,1,1999,1099,1,1,9525,75,0,20,0,0,6,0,6,5,0,0,6,1099,278,1995,2006,2008,144000
1Fam,Y,768,432,0,3,352,0,0,0,416,0,0,1,240,1,1946,1200,0,1,11767,70,0,50,0,0,5,0,6,5,0,0,6,768,0,1946,1995,2008,130500
1Fam,N,810,672,0,4,156,0,0,0,516,254,0,2,400,1,1934,1482,0,1,12155,110.2497166,0,70,0,0,3,0,8,6,0,0,7,672,0,1925,1950,2008,140000
1Fam,Y,958,581,0,3,0,0,0,0,650,68,1,2,686,2,1983,1539,0,1,10440,60,0,70,0,0,6,78,8,5,0,0,8,650,70,1904,2002,2008,157500
1Fam,Y,1165,0,0,3,312,539,1,0,276,0,0,1,490,2,1966,1165,1,1,9020,82,0,80,183,0,5,129,7,6,0,0,6,1127,0,1966,1966,2008,174900
1Fam,Y,876,540,0,4,0,0,0,0,876,194,1,1,720,3,1949,1416,1,1,12665,100,0,50,0,0,6,0,8,5,0,0,7,876,418,1915,1950,2008,153900
1Fam,Y,1701,0,0,3,1390,0,1,0,0,0,2,2,611,2,1975,1701,0,1,16647,59.91111111,0,85,0,0,1,0,5,5,0,0,6,1390,0,1975,1981,2007,171000
1Fam,Y,1006,769,0,3,513,0,1,0,227,192,1,2,425,2,1993,1775,1,1,9317,75,0,60,137,0,7,72,5,7,0,0,7,740,234,1993,1993,2009,213000
1Fam,Y,864,0,0,3,460,0,1,0,404,0,1,1,338,1,1972,864,0,1,15523,36,0,20,0,0,8,0,6,5,0,0,5,864,0,1972,1972,2009,133500
1Fam,Y,1307,1051,0,5,0,0,0,0,907,0,1,3,360,2,1908,2358,0,1,45600,75,0,50,0,0,9,40,8,6,0,175,10,907,486,1908,1997,2008,240000
1Fam,Y,1094,761,0,3,0,0,0,0,528,0,1,2,512,2,1976,1855,1,1,9600,80,0,80,360,0,8,100,7,6,0,0,7,528,113,1976,1994,2007,187000
TwnhsE,Y,848,0,0,1,659,0,1,0,189,0,0,1,420,2,2003,848,0,1,4435,36,0,120,170,0,11,0,5,6,0,0,3,848,140,2003,2003,2007,131500
TwnhsE,Y,1456,0,0,2,0,0,0,0,1273,0,1,2,400,2,2003,1456,0,1,3196,56.5331761,0,120,40,0,5,20,5,8,0,0,7,1273,143,2003,2003,2006,215000
1Fam,Y,918,728,0,4,364,0,0,0,554,0,2,2,240,1,1941,1646,0,1,7128,53,0,75,0,0,8,0,5,7,0,126,7,918,0,1941,1950,2007,164000
1Fam,Y,1445,0,0,3,564,0,0,0,563,0,1,1,645,2,1964,1445,1,1,12095,109.9772704,0,80,115,0,8,0,6,6,0,0,7,1127,180,1964,1964,2009,158000
1Fam,Y,1779,0,0,3,306,1085,1,0,372,0,1,1,454,2,1955,1779,1,1,17920,102,0,20,0,0,7,418,4,5,0,312,6,1763,0,1955,1974,2006,170000
1Fam,Y,1040,0,0,3,659,0,1,0,381,0,0,1,260,1,1962,1040,1,1,6897,83.04817879,0,20,0,0,4,104,8,5,0,0,6,1040,0,1962,2010,2010,127000
1Fam,Y,1026,0,0,3,505,435,1,0,0,34,0,1,576,2,1981,1026,0,1,10970,104.7377678,0,80,0,0,10,0,6,6,0,0,5,940,0,1978,1978,2008,147000
1Fam,Y,702,779,0,3,0,0,0,0,702,0,1,2,343,2,1994,1481,1,1,8125,65,0,60,0,0,3,36,5,6,0,0,6,702,0,1994,1995,2009,174000
1Fam,Y,1370,0,0,3,0,0,0,0,1090,0,1,2,479,2,1976,1370,0,1,10400,80,0,20,189,0,6,0,5,7,0,0,6,1090,0,1976,1976,2009,152000
1Fam,Y,1512,1142,0,4,619,0,1,0,435,0,1,2,619,2,1968,2654,1,1,11029,105.0190459,0,60,220,0,8,65,7,6,0,222,9,1054,0,1968,1984,2006,250000
1Fam,Y,912,514,0,3,0,0,0,0,912,0,1,1,216,1,1925,1426,1,1,7642,55,0,50,0,0,6,240,8,7,0,0,7,912,0,1918,1998,2007,189950
2fmCon,Y,1039,0,0,3,841,0,1,0,198,0,0,1,504,2,1965,1039,1,1,11625,75,0,190,0,0,4,0,4,5,0,0,6,1039,0,1965,1965,2010,131500
1Fam,Y,1097,0,0,3,338,0,0,0,702,0,0,2,480,2,1986,1097,0,1,9672,81,0,20,0,0,5,0,5,6,0,0,6,1040,0,1984,1985,2010,152000
1Fam,Y,1148,0,0,3,1148,0,1,0,0,0,0,1,672,1,1959,1148,0,1,7931,70,0,20,0,0,7,0,5,5,0,0,6,1148,0,1959,1959,2009,132500
1Fam,Y,1372,0,0,3,0,0,0,0,1372,0,0,2,529,2,2008,1372,0,1,8640,72,0,20,0,0,5,140,5,7,0,0,6,1372,0,2007,2008,2008,250580
1Fam,Y,1002,0,0,3,828,0,1,0,174,0,0,1,902,2,1973,1002,0,1,8750,93.54143467,0,20,76,0,8,0,6,5,0,0,5,1002,0,1970,1970,2009,148500
1Fam,Y,1646,0,0,3,0,0,0,0,1638,0,1,2,870,3,2007,1646,0,1,10656,67,0,20,274,0,11,80,5,8,0,0,6,1638,192,2006,2007,2007,248900
1Fam,Y,1120,0,0,3,932,0,1,0,108,0,0,1,544,2,1961,1120,1,1,6970,85,0,20,0,400,5,0,5,4,0,0,5,1040,168,1961,1961,2007,129000
1Fam,Y,1547,720,0,2,0,0,0,0,0,0,1,2,672,2,1979,2320,0,1,14762,121.4989712,53,60,0,0,5,144,6,5,0,0,7,0,120,1948,1950,2006,169000
1Fam,Y,1062,887,0,3,750,0,1,0,300,0,1,2,574,2,1993,1949,1,1,9938,80,0,60,246,0,6,90,5,7,0,0,8,1050,156,1993,1994,2010,236000
1Fam,N,894,0,0,2,0,0,0,0,894,0,0,1,308,1,1962,894,0,1,6600,60,0,20,0,0,8,0,5,5,0,0,5,894,0,1962,1962,2009,109500
1Fam,Y,804,878,0,3,505,0,0,0,299,0,0,2,523,2,1998,1682,1,1,8750,70,0,60,116,0,6,77,5,6,0,0,7,804,0,1998,1998,2010,200500
1Fam,Y,910,0,0,3,0,0,0,0,105,150,0,1,414,2,1953,910,0,1,8892,74,0,20,0,0,10,0,7,5,0,0,5,105,196,1953,1996,2008,116000
1Fam,Y,1036,0,0,3,375,0,0,0,457,0,1,1,288,1,1949,1268,0,1,12144,60,232,40,0,0,9,28,7,5,0,0,6,832,0,1949,1950,2009,133000
1Fam,Y,676,455,0,3,0,0,0,0,676,0,0,1,200,1,1941,1131,1,1,5720,52,0,50,0,0,8,0,6,5,0,0,5,676,26,1941,1950,2009,66500
1Fam,Y,1184,1426,0,4,64,0,0,0,1120,0,1,2,550,2,2007,2610,1,1,9000,75,0,60,0,0,8,364,5,8,0,0,11,1184,208,2007,2007,2007,303477
1Fam,Y,1040,0,0,3,633,0,1,0,431,0,0,1,648,2,1963,1040,0,1,25286,94,0,20,0,0,1,0,5,4,0,0,5,1064,0,1963,1963,2007,132250
1Fam,Y,1462,762,0,4,1170,0,1,0,292,0,1,2,738,3,2004,2224,1,1,8834,74,0,60,216,0,6,0,5,9,0,0,10,1462,184,2004,2005,2009,350000
1Fam,Y,1155,0,0,3,899,0,1,0,210,0,0,1,576,2,1987,1155,0,1,11782,88,0,85,0,400,6,0,7,5,0,0,6,1109,192,1961,1995,2010,148000
1Fam,Y,864,0,0,3,646,0,1,0,218,0,0,1,336,1,1978,864,0,1,7000,59.91111111,0,20,90,0,7,0,8,5,0,0,6,864,0,1978,2005,2009,136500
1Fam,Y,1090,0,0,2,980,0,1,0,110,0,0,1,450,2,2005,1090,1,1,7024,60,0,20,0,0,6,49,5,5,0,0,5,1090,0,2005,2006,2007,157000
1Fam,Y,1187,530,0,3,902,0,0,0,254,0,1,2,400,2,1990,1717,1,1,13758,44,0,50,117,0,4,36,5,7,0,0,7,1156,168,1990,1991,2007,187500
1Fam,Y,808,785,0,3,0,0,0,0,808,0,1,2,389,2,1993,1593,1,1,9636,98.16312953,0,60,0,0,12,40,5,6,0,0,7,808,342,1992,1993,2009,178000
1Fam,N,954,795,0,5,0,0,1,0,795,0,0,1,440,1,1997,2230,0,1,6204,60,481,75,0,0,3,188,5,4,0,0,10,795,0,1912,1950,2006,118500
1Fam,Y,892,0,0,3,432,0,0,0,460,0,0,1,288,1,1967,892,0,1,7150,65,0,20,60,0,7,0,5,5,0,0,5,892,0,1967,1967,2009,100000
TwnhsE,Y,1709,0,0,2,1238,0,1,0,460,0,1,2,506,2,1999,1709,0,1,5119,50,0,120,60,0,1,65,5,9,0,0,5,1698,97,1999,2000,2008,328900
Duplex,Y,1712,0,0,4,528,0,0,0,1098,0,0,2,588,2,2005,1712,0,2,8393,70,0,90,122,0,6,54,5,5,0,0,8,1626,272,1959,2005,2006,145000
1Fam,Y,872,521,0,3,0,0,0,0,816,0,0,1,300,1,1955,1393,1,1,16466,59,0,50,0,0,4,0,7,5,0,265,8,816,121,1955,1955,2008,135500
1Fam,Y,2217,0,0,4,351,823,1,0,1043,0,1,2,621,2,1970,2217,0,1,15865,95,0,20,0,0,10,207,6,8,0,224,8,2217,81,1970,1970,2007,268000
1Fam,Y,1505,0,162,2,1024,0,1,0,481,0,1,1,505,2,1953,1505,0,1,12160,128,0,20,90,0,2,0,4,6,0,0,6,1505,0,1953,1953,2009,149500
1Fam,Y,672,252,0,3,0,0,0,0,672,0,1,1,576,2,2003,924,0,1,8064,60,0,50,0,2000,7,0,7,5,0,0,6,672,0,1949,2006,2007,122900
1Fam,Y,918,765,0,3,226,500,0,0,192,0,1,2,440,2,1978,1683,1,1,11184,70,0,60,92,0,7,0,5,6,0,0,7,918,243,1978,1978,2009,172500
1Fam,Y,1068,0,0,3,663,0,0,1,396,0,0,1,264,1,1963,1068,0,1,8414,70,0,20,0,0,2,0,8,6,0,0,6,1059,192,1963,2003,2006,154500
1Fam,Y,1383,0,0,3,1064,0,1,0,319,0,1,1,354,1,1954,1383,0,1,13284,115.2562363,0,20,0,0,6,116,5,5,0,0,6,1383,511,1954,1954,2008,165000
Duplex,Y,1535,0,0,4,0,0,0,0,0,0,0,2,400,2,1979,1535,0,2,7018,64,0,90,0,0,6,0,5,5,0,0,8,0,0,1979,1979,2009,118858
1Fam,Y,983,813,0,4,400,0,1,0,380,0,1,1,483,2,1963,1796,1,1,7056,71,0,60,415,0,10,50,5,6,0,0,8,780,0,1963,1963,2008,140000
1Fam,N,951,0,0,2,285,0,0,0,666,0,0,1,327,1,1936,951,0,1,8765,50,0,30,0,0,4,28,6,4,0,0,6,951,0,1936,1950,2006,106500
Duplex,Y,1120,1120,0,6,0,0,0,0,0,0,0,2,528,2,1979,2240,0,2,7018,64,0,90,0,0,6,0,5,5,0,0,12,0,154,1979,1979,2009,142953
1Fam,Y,2364,0,0,2,2188,0,1,0,142,0,2,2,820,3,2009,2364,1,1,12919,100,0,20,760,0,3,67,5,9,0,0,11,2330,0,2009,2010,2010,611657
1Fam,Y,1236,0,0,3,465,0,0,0,447,0,1,1,288,1,1961,1236,0,1,6993,65,0,20,0,0,6,0,7,5,0,0,6,912,0,1961,1994,2006,135000
1Fam,Y,858,0,0,2,322,0,0,0,536,0,0,1,684,1,1979,858,0,1,7340,85.67379996,0,20,0,0,6,0,6,4,0,0,4,858,0,1971,1971,2007,110000
1Fam,Y,1306,0,0,2,860,0,1,0,132,0,0,1,756,1,1968,1306,0,1,8712,64,0,20,0,0,5,0,7,5,0,0,5,992,0,1957,2000,2009,153000
1Fam,Y,807,702,0,3,0,0,0,0,783,0,1,2,393,2,2003,1509,1,1,7875,63,0,60,0,0,7,75,5,7,0,0,8,783,0,2003,2003,2006,180000
1Fam,Y,1670,0,0,3,0,0,0,0,1670,0,1,2,690,3,2006,1670,0,1,14859,50,0,20,27,0,8,60,5,7,0,0,7,1670,144,2006,2006,2006,240000
1Fam,Y,902,0,0,3,599,0,0,0,277,0,0,1,288,1,1967,902,0,1,6173,78.5684415,0,20,75,0,8,0,6,5,0,0,6,876,0,1967,1967,2007,125500
1Fam,Y,1063,0,0,3,354,290,1,0,412,164,0,1,280,1,1954,1063,0,1,9920,80,0,20,110,0,2,0,5,5,0,0,6,1056,0,1954,1954,2010,128000
1Fam,Y,1636,0,0,3,63,0,1,0,1560,0,1,2,865,3,2006,1636,0,1,13501,116,0,20,208,0,6,60,5,8,0,0,8,1623,0,2006,2006,2007,255000
1Fam,Y,1020,1037,0,3,223,0,0,0,794,0,1,1,180,1,1936,2057,1,1,11500,86,0,50,0,0,6,0,7,7,0,322,6,1017,0,1936,1987,2006,250000
1Fam,Y,902,0,0,2,301,324,1,0,239,0,0,1,484,2,1983,902,0,1,8885,94.26027795,0,20,0,0,6,0,5,5,0,0,5,864,164,1983,1983,2006,131000
1Fam,Y,742,742,0,3,0,0,0,0,742,0,1,2,390,2,2005,1484,1,1,12589,149,0,60,0,0,6,24,5,6,0,0,8,742,36,2005,2005,2009,174000
Duplex,Y,1105,1169,0,5,443,0,0,0,662,0,0,2,480,2,1960,2274,0,2,11600,80,0,90,361,0,1,0,5,5,0,0,12,1105,0,1960,1960,2010,154300
1Fam,Y,1268,0,0,3,196,0,0,0,1072,0,0,1,252,1,1978,1268,1,1,9286,59.91111111,0,20,0,0,10,0,7,5,0,0,5,1268,173,1977,1989,2009,143500
1Fam,N,1015,0,0,3,489,0,0,0,279,112,0,1,450,1,1925,1015,0,1,6120,51,0,30,0,620,7,0,7,5,0,120,6,768,0,1925,1950,2006,88000
Duplex,N,1001,1001,0,4,284,0,0,0,717,0,0,2,871,3,1949,2002,0,2,6270,82,0,90,0,0,8,0,6,5,0,0,8,1001,0,1949,1950,2007,145000
TwnhsE,Y,612,612,0,2,294,0,0,0,318,0,0,2,528,2,2009,1224,1,1,3000,30,0,160,76,0,6,234,5,6,0,0,4,612,0,2009,2009,2009,173733
Twnhs,Y,546,546,0,3,0,0,0,0,546,0,0,1,286,1,1970,1092,1,1,2001,21,0,160,80,0,1,0,5,4,0,0,6,546,0,1970,1970,2007,75000
1Fam,N,480,0,0,1,50,0,1,0,430,0,0,0,308,1,1958,480,0,1,9000,50,0,20,0,0,10,0,3,2,0,0,4,480,0,1949,1950,2006,35311
1Fam,Y,1229,0,0,3,1059,0,0,0,75,0,0,1,284,1,1956,1229,0,1,17140,130.9198228,0,20,0,0,4,0,6,4,0,0,6,1134,0,1956,1956,2009,135000
1Fam,Y,912,1215,0,4,48,634,1,0,422,224,1,2,833,3,1991,2127,1,1,13125,103,0,60,0,0,11,192,5,7,0,0,8,1104,72,1991,1991,2007,238000
1Fam,Y,1414,0,0,3,528,411,1,0,245,0,1,1,601,2,1990,1414,0,1,11029,87,0,20,0,0,5,51,8,6,0,190,6,1184,0,1958,2002,2008,176500
1Fam,Y,936,785,0,3,814,0,0,1,114,0,0,2,471,2,1994,1721,1,1,8462,70,0,60,105,0,7,87,5,6,0,0,7,928,300,1994,1994,2007,201000
1Fam,Y,1316,0,23,3,28,0,0,0,1288,0,1,2,397,2,2005,1316,0,1,10237,65,0,20,0,0,10,0,5,6,0,0,6,1316,100,2005,2006,2006,169990
TwnhsE,Y,1617,0,0,2,165,841,1,0,598,0,1,2,533,2,1993,1617,0,1,8012,50,0,120,0,0,7,69,5,6,0,0,5,1604,0,1993,1994,2008,193000
1Fam,Y,1686,0,0,3,625,1061,1,0,0,0,1,2,612,2,1980,1686,0,1,10240,79,0,20,157,0,5,131,6,6,0,0,7,1686,384,1980,1980,2006,207500
1Fam,Y,1126,0,0,3,767,93,0,1,266,0,0,2,540,2,1977,1126,0,1,15611,124.9439875,0,20,0,0,3,0,6,5,0,0,6,1126,180,1977,1977,2008,175000
1Fam,Y,1234,1140,0,4,0,0,0,0,1181,0,1,2,656,3,2003,2374,1,1,11999,93,0,60,340,0,5,100,5,8,0,0,10,1181,104,2003,2004,2007,285000
1Fam,Y,1098,880,0,4,552,0,0,0,280,0,1,2,486,2,1968,1978,1,1,9900,99.49874371,0,60,342,0,4,43,5,7,0,0,9,832,0,1968,1968,2008,176000
1Fam,Y,1788,0,0,3,0,0,0,0,1753,0,1,2,522,2,2001,1788,0,1,11838,108.8025735,0,20,0,0,6,151,5,8,0,0,7,1753,202,2001,2001,2009,236500
1Fam,Y,993,1243,0,4,0,0,0,0,964,0,1,2,642,2,1997,2236,1,1,13006,114.0438512,0,60,285,0,11,0,5,7,0,0,8,964,0,1997,1997,2006,222000
1Fam,Y,1466,0,0,3,16,0,0,0,1450,0,0,2,610,3,2007,1466,0,1,8925,73,0,20,0,0,7,18,5,8,0,0,7,1466,100,2007,2007,2009,201000
1Fam,Y,925,0,0,2,338,466,0,1,121,0,0,1,429,1,1965,925,0,1,9100,70,0,20,0,0,7,0,6,5,0,0,5,925,0,1965,1965,2009,117500
1Fam,Y,1905,0,0,3,0,0,0,0,1905,0,1,2,788,3,2006,1905,0,1,11670,84,0,20,302,0,3,191,5,9,0,0,8,1905,0,2006,2006,2007,320000
1Fam,Y,1500,0,0,3,20,0,0,0,1480,0,0,2,570,2,2004,1500,0,1,8487,63,0,20,210,0,8,36,5,7,0,0,6,1500,192,2004,2004,2009,190000
1Fam,Y,2069,0,0,4,425,0,1,0,160,0,1,2,505,2,1960,2069,0,1,27650,313,0,20,0,0,11,0,7,7,0,0,9,585,0,1960,2007,2008,242000
1Fam,Y,747,0,0,1,0,0,0,0,600,32,0,1,528,2,1953,747,0,1,5825,52,0,30,108,0,6,0,5,4,0,0,5,600,0,1926,1953,2006,79900
1Fam,Y,1200,0,0,2,833,0,1,0,343,0,0,2,555,2,2003,1200,0,1,10083,67,0,20,0,0,8,41,5,7,0,0,5,1176,0,2003,2003,2009,184900
1Fam,Y,1113,858,0,3,341,0,0,0,772,0,1,2,689,2,2005,1971,1,1,9675,75,0,60,0,0,2,48,5,7,0,0,8,1113,0,2005,2005,2009,253000
1Fam,Y,1391,571,0,3,464,0,0,0,927,0,0,2,868,3,2006,1962,1,1,8760,73,0,60,0,0,8,90,5,7,0,0,7,1391,0,2006,2006,2006,239799
1Fam,Y,1207,1196,0,4,0,0,0,0,1032,318,2,2,349,1,1940,2403,0,1,24090,155.2095358,0,70,0,0,6,0,7,7,0,0,10,1032,56,1940,1950,2010,244400
Duplex,Y,1728,0,0,4,936,396,0,0,396,0,0,2,574,2,1976,1728,0,2,12640,55,0,90,0,0,7,0,5,6,0,0,8,1728,40,1976,1976,2006,150900
1Fam,Y,1022,1038,168,3,772,0,1,0,220,0,1,2,390,2,1999,2060,1,1,8755,93.56815698,0,60,298,0,6,0,5,7,0,0,8,992,0,1999,1999,2009,214000
Duplex,Y,1632,0,0,4,0,0,0,0,1632,0,0,2,576,2,1967,1632,0,2,25000,100,0,90,0,0,6,0,4,5,0,0,8,1632,0,1967,1967,2007,143000
1Fam,Y,1344,0,0,3,111,354,0,1,354,0,1,1,525,2,1958,1344,0,1,14375,59.91111111,0,20,541,0,1,118,6,6,0,233,7,819,0,1958,1958,2009,137500
